batch_id,product_name,batch_start_time,labeled_family,labeled_color,batch_size_kg,processing_time_min,flush_needed,flush_time_min,total_time_min
WGC_01391,SikaRep-221,2024-01-15 19:16:00,fine_dark,dark,1392,45.3,True,26.0,71.3
WGC_01738,SikaTop-132,2024-01-15 20:05:00,coarse_grey,white,1294,43.7,False,0.0,43.7
WGC_01524,SikaGrout-315,2024-01-15 20:07:00,coarse_white,white,1241,47.3,False,0.0,47.3
WGC_01817,SikaRep-221,2024-01-15 20:27:00,fine_dark,black_fine,1908,54.2,True,28.7,82.9
WGC_00749,SikaTop-121,2024-01-15 20:40:00,fine_white,cream,1709,58.0,True,25.3,83.3
WGC_01007,SikaRep-221,2024-01-15 21:02:00,fine_dark,black_fine,1578,48.1,True,17.4,65.5
WGC_00935,SikaTop-122,2024-01-15 22:08:00,fine_white,off-white,2098,52.1,True,28.7,80.9
WGC_00993,SikaRep-212,2024-01-16 06:45:00,coarse_grey,natural,1557,55.3,True,22.6,77.9
WGC_01990,SikaTop-151,2024-01-16 06:56:00,fine_dark,dark_fine,2042,58.0,False,0.0,58.0
WGC_00830,SikaRep-315,2024-01-16 09:05:00,coarse_white,white,1716,45.7,True,23.3,69.0
WGC_01413,SikaTop-152,2024-01-16 09:09:00,fine_dark,dark_fine,1159,46.7,True,29.7,76.4
WGC_01249,SikaGrout-214,2024-01-16 13:25:00,coarse_grey,gray,1925,46.3,True,17.8,64.1
WGC_00618,SikaRep-212,2024-01-16 13:28:00,coarse_grey,grey,1750,50.4,False,0.0,50.4
WGC_00036,SikaTop-132,2024-01-16 13:37:00,coarse_grey,natural,1589,52.2,True,10.1,62.3
WGC_01543,SikaGrout-315,2024-01-16 15:36:00,coarse_white,coarse_light,1571,48.0,True,28.7,76.7
WGC_01337,SikaTop-162,2024-01-16 17:59:00,coarse_white,light,1261,49.7,True,18.3,68.1
WGC_01496,SikaColor-201,2024-01-16 18:00:00,dark,light_coarse,1146,47.3,True,24.6,71.9
WGC_00005,SikaTop-152,2024-01-16 18:05:00,fine_dark,dark,1745,44.8,True,12.8,57.6
WGC_01470,SikaTop-142,2024-01-16 19:50:00,dark,charcoal,1339,47.1,False,0.0,47.1
WGC_01513,SikaTop-141,2024-01-16 21:14:00,coarse_white,black,1523,50.9,True,21.8,72.7
WGC_01778,SikaGrout-214,2024-01-16 21:47:00,coarse_grey,concrete,1330,45.9,True,18.1,64.1
WGC_00614,SikaRep-315,2024-01-16 22:00:00,coarse_white,white,951,45.5,True,25.9,71.4
WGC_01222,SikaGrout-212,2024-01-16 22:17:00,fine_white,light,1855,47.7,True,21.9,69.5
WGC_01442,SikaTop-152,2024-01-16 22:33:00,fine_dark,black_fine,1595,46.5,True,12.5,59.0
WGC_00868,SikaTop-132,2024-01-17 07:44:00,coarse_grey,grey,1626,58.3,True,29.0,87.3
WGC_00608,SikaRep-221,2024-01-17 09:01:00,fine_dark,black_fine,1287,45.3,True,16.6,61.9
WGC_01843,SikaRep-315,2024-01-17 09:58:00,coarse_white,light_coarse,1331,50.7,True,20.2,71.0
WGC_01030,SikaTop-141,2024-01-17 10:00:00,dark,black,1106,50.4,True,13.1,63.5
WGC_00805,SikaTop-142,2024-01-17 10:00:00,fine_white,black_fine,1797,46.2,True,29.5,75.7
WGC_00380,SikaTop-142,2024-01-17 10:15:00,dark,anthracite,1709,54.1,True,24.3,78.3
WGC_01686,SikaGrout-315,2024-01-17 10:40:00,coarse_white,white,966,33.5,True,11.5,45.0
WGC_00925,SikaTop-132,2024-01-17 12:08:00,coarse_grey,grey,2012,53.6,False,0.0,53.6
WGC_00778,SikaRep-315,2024-01-17 12:46:00,fine_dark,white_coarse,1927,58.9,True,10.1,69.0
WGC_00409,SikaTop-132,2024-01-17 14:46:00,coarse_grey,grey,1248,50.1,True,13.4,63.4
WGC_01520,SikaTop-162,2024-01-17 14:46:00,fine_white,coarse_light,907,47.8,True,28.7,76.5
WGC_00500,SikaTop-122,2024-01-17 14:46:00,fine_white,light,1662,45.2,True,23.0,68.2
WGC_01022,SikaTop-141,2024-01-17 15:53:00,dark,dark,1543,50.6,True,25.1,75.7
WGC_00875,SikaTop-151,2024-01-17 17:18:00,fine_dark,dark_fine,1339,51.1,False,0.0,51.1
WGC_01097,SikaGrout-212,2024-01-18 06:38:00,fine_white,light,1034,43.8,True,11.0,54.8
WGC_00149,SikaTop-151,2024-01-18 07:02:00,fine_dark,dark_fine,1478,48.4,True,26.2,74.6
WGC_01121,SikaGrout-214,2024-01-18 07:03:00,coarse_white,concrete,1419,52.2,True,23.8,76.0
WGC_01758,SikaTop-122,2024-01-18 08:20:00,fine_white,light,1420,54.4,False,0.0,54.4
WGC_00070,SikaGrout-315,2024-01-18 10:14:00,coarse_white,concrete,1764,51.4,True,22.6,74.1
WGC_01811,SikaTop-122,2024-01-18 10:30:00,fine_white,light,1340,49.9,True,22.5,72.3
WGC_01479,SikaTop-142,2024-01-18 12:16:00,coarse_white,black,1591,51.8,True,18.5,70.3
WGC_00504,SikaTop-121,2024-01-18 12:21:00,fine_white,cream,1384,49.7,True,20.2,69.9
WGC_00012,SikaTop-132,2024-01-18 13:47:00,coarse_grey,natural,1747,46.4,True,16.2,62.6
WGC_01563,SikaRep-315,2024-01-18 14:50:00,coarse_white,white_coarse,1864,51.2,True,18.7,69.9
WGC_01917,SikaTop-121,2024-01-18 15:43:00,fine_white,concrete,1359,48.7,True,14.9,63.7
WGC_00260,SikaTop-121,2024-01-18 16:51:00,fine_white,light,1428,47.4,True,24.4,71.9
WGC_00150,SikaRep-212,2024-01-18 18:29:00,coarse_grey,natural,986,51.6,True,29.4,81.0
WGC_01585,SikaTop-121,2024-01-18 18:55:00,fine_white,off-white,1037,44.6,False,0.0,44.6
WGC_00029,SikaTop-162,2024-01-18 19:11:00,coarse_white,white_coarse,1340,40.9,True,25.1,66.0
WGC_00547,SikaTop-151,2024-01-18 19:38:00,fine_dark,dark,2190,62.3,True,20.2,82.4
WGC_00867,SikaRep-221,2024-01-18 20:46:00,fine_dark,dark,1251,50.1,False,0.0,50.1
WGC_00284,SikaTop-121,2024-01-18 21:20:00,fine_white,dark_fine,2268,57.2,True,16.7,73.9
WGC_00267,SikaGrout-212,2024-01-18 22:13:00,fine_white,cream,974,42.0,False,0.0,42.0
WGC_00062,SikaGrout-214,2024-01-19 06:02:00,coarse_grey,grey,1588,47.3,True,10.1,57.4
WGC_01727,SikaTop-162,2024-01-19 06:16:00,coarse_white,light_coarse,1173,50.7,False,0.0,50.7
WGC_00756,SikaTop-121,2024-01-19 07:41:00,fine_white,light,1446,49.9,False,0.0,49.9
WGC_01611,SikaColor-201,2024-01-19 08:06:00,dark,anthracite,947,48.9,True,26.2,75.1
WGC_00163,SikaTop-142,2024-01-19 08:08:00,dark,charcoal,1818,44.4,True,17.8,62.2
WGC_01134,SikaTop-121,2024-01-19 10:50:00,fine_white,off-white,1522,49.2,True,20.6,69.8
WGC_00908,SikaGrout-315,2024-01-19 12:19:00,coarse_white,white,1475,50.7,True,11.8,62.5
WGC_00967,SikaColor-201,2024-01-19 13:09:00,dark,anthracite,1758,51.4,False,0.0,51.4
WGC_01493,SikaTop-121,2024-01-19 13:10:00,fine_white,light,2057,56.7,True,15.0,71.7
WGC_01783,SikaTop-141,2024-01-19 13:11:00,dark,grey,1708,57.6,True,22.3,79.9
WGC_00856,SikaGrout-214,2024-01-19 14:33:00,coarse_grey,gray,1533,55.6,False,0.0,55.6
WGC_01814,SikaTop-132,2024-01-19 14:48:00,coarse_grey,concrete,1578,55.9,True,12.5,68.4
WGC_01897,SikaTop-141,2024-01-19 15:40:00,dark,anthracite,1434,49.7,True,22.4,72.0
WGC_00249,SikaTop-142,2024-01-19 16:55:00,dark,charcoal,1466,50.4,False,0.0,50.4
WGC_00209,SikaTop-152,2024-01-19 19:05:00,fine_dark,black_fine,1551,51.0,True,13.6,64.6
WGC_01349,SikaColor-201,2024-01-19 19:15:00,dark,black,1167,46.5,True,15.2,61.7
WGC_00905,SikaColor-201,2024-01-19 19:23:00,dark,anthracite,976,44.1,True,15.7,59.9
WGC_01065,SikaTop-151,2024-01-19 19:53:00,fine_dark,fine_black,1416,53.4,False,0.0,53.4
WGC_01914,SikaGrout-212,2024-01-19 20:06:00,fine_white,dark_fine,1504,43.7,True,26.6,70.3
WGC_01886,SikaTop-152,2024-01-19 20:38:00,fine_dark,fine_black,1644,51.1,True,19.0,70.1
WGC_01977,SikaTop-151,2024-01-20 06:58:00,fine_dark,dark,1667,48.7,True,19.1,67.8
WGC_00837,SikaTop-122,2024-01-20 06:59:00,fine_dark,off-white,1261,49.3,True,15.8,65.1
WGC_00419,SikaGrout-315,2024-01-20 06:59:00,coarse_white,white,1583,47.6,False,0.0,47.6
WGC_01006,SikaTop-121,2024-01-20 07:14:00,fine_white,light,1714,55.9,True,13.8,69.7
WGC_00202,SikaGrout-214,2024-01-20 08:18:00,coarse_grey,coarse_light,1362,47.1,True,22.2,69.3
WGC_00128,SikaTop-152,2024-01-20 08:30:00,fine_dark,black_fine,1684,58.6,True,12.0,70.7
WGC_01971,SikaTop-152,2024-01-20 08:52:00,fine_dark,dark,1665,60.7,True,17.7,78.4
WGC_01490,SikaTop-121,2024-01-20 09:33:00,coarse_grey,white,1589,59.0,True,14.1,73.1
WGC_00475,SikaTop-122,2024-01-20 10:36:00,fine_white,white,1203,50.2,True,20.7,70.9
WGC_01199,SikaRep-315,2024-01-20 11:16:00,coarse_white,white,628,39.4,True,16.7,56.1
WGC_00782,SikaTop-122,2024-01-20 11:17:00,coarse_white,white,1458,47.3,True,29.1,76.5
WGC_01928,SikaTop-141,2024-01-20 13:49:00,fine_white,white,1543,51.6,True,20.1,71.7
WGC_00242,SikaGrout-212,2024-01-20 15:10:00,fine_white,light,1049,44.2,True,19.0,63.2
WGC_00307,SikaRep-221,2024-01-20 15:24:00,fine_dark,fine_black,1776,54.3,False,0.0,54.3
WGC_01768,SikaTop-152,2024-01-20 16:04:00,fine_dark,black_fine,1296,33.4,True,14.1,47.5
WGC_01945,SikaTop-152,2024-01-20 18:23:00,coarse_grey,gray,1574,51.1,True,24.3,75.4
WGC_00769,SikaTop-132,2024-01-20 20:57:00,coarse_grey,natural,1601,46.3,False,0.0,46.3
WGC_00921,SikaTop-121,2024-01-20 22:14:00,fine_white,white,1112,49.6,False,0.0,49.6
WGC_00035,SikaRep-315,2024-01-21 07:32:00,coarse_grey,off-white,1382,41.5,False,0.0,41.5
WGC_00677,SikaColor-201,2024-01-21 07:47:00,dark,charcoal,1525,43.0,True,10.1,53.1
WGC_00050,SikaTop-132,2024-01-21 09:24:00,coarse_grey,gray,1503,48.2,False,0.0,48.2
WGC_01912,SikaGrout-212,2024-01-21 10:10:00,fine_white,cream,1022,44.2,True,19.4,63.6
WGC_00489,SikaTop-151,2024-01-21 12:54:00,fine_dark,fine_black,1776,51.3,True,27.4,78.7
WGC_01503,SikaGrout-212,2024-01-21 13:06:00,fine_white,cream,1529,49.6,True,27.0,76.5
WGC_01677,SikaTop-151,2024-01-21 16:08:00,fine_dark,black_fine,1388,58.1,True,11.1,69.2
WGC_01408,SikaTop-142,2024-01-21 16:13:00,fine_white,black,1799,49.3,False,0.0,49.3
WGC_00750,SikaRep-315,2024-01-21 18:35:00,coarse_white,white,1605,56.4,True,11.8,68.2
WGC_00667,SikaTop-151,2024-01-21 18:53:00,fine_dark,black_fine,1653,58.4,True,27.9,86.3
WGC_01407,SikaTop-142,2024-01-21 19:14:00,coarse_grey,anthracite,1225,43.1,True,28.8,71.9
WGC_01774,SikaTop-132,2024-01-21 19:17:00,coarse_grey,concrete,1610,50.4,False,0.0,50.4
WGC_00907,SikaRep-221,2024-01-21 19:46:00,fine_dark,white,1283,48.7,True,11.5,60.2
WGC_00371,SikaRep-221,2024-01-22 08:36:00,coarse_grey,dark,1210,46.9,True,14.8,61.7
WGC_00698,SikaTop-151,2024-01-22 11:35:00,fine_dark,fine_black,1548,45.3,True,16.9,62.2
WGC_01090,SikaTop-142,2024-01-22 13:34:00,dark,anthracite,1318,50.5,False,0.0,50.5
WGC_01170,SikaRep-221,2024-01-22 14:13:00,fine_dark,dark_fine,1444,51.0,False,0.0,51.0
WGC_00604,SikaGrout-214,2024-01-22 14:59:00,coarse_grey,grey,2031,50.1,False,0.0,50.1
WGC_00464,SikaTop-121,2024-01-22 15:05:00,fine_white,dark_fine,1474,62.6,True,29.8,92.4
WGC_01160,SikaGrout-315,2024-01-22 16:55:00,coarse_white,white_coarse,1595,49.3,True,10.8,60.1
WGC_00341,SikaRep-315,2024-01-22 18:10:00,dark,coarse_light,1726,45.5,True,20.8,66.3
WGC_01698,SikaRep-315,2024-01-22 18:16:00,coarse_white,white_coarse,1724,59.2,True,21.6,80.8
WGC_01666,SikaRep-221,2024-01-22 20:00:00,fine_dark,fine_black,1300,49.0,True,12.2,61.2
WGC_00853,SikaTop-142,2024-01-22 20:15:00,dark,cream,719,43.2,True,26.2,69.4
WGC_01212,SikaTop-141,2024-01-22 21:00:00,fine_dark,charcoal,1387,47.8,True,29.9,77.7
WGC_00950,SikaTop-142,2024-01-22 21:27:00,fine_dark,dark,1610,49.5,True,23.5,73.1
WGC_01197,SikaRep-221,2024-01-22 21:28:00,fine_dark,black_fine,1467,45.2,True,16.7,61.9
WGC_01281,SikaTop-162,2024-01-22 22:57:00,coarse_white,grey,1552,53.1,True,29.1,82.2
WGC_01499,SikaGrout-315,2024-01-23 10:22:00,coarse_white,light_coarse,1329,49.3,True,27.9,77.2
WGC_01622,SikaColor-201,2024-01-23 10:30:00,fine_white,black,1460,47.0,False,0.0,47.0
WGC_00471,SikaTop-122,2024-01-23 11:13:00,fine_white,fine_black,1639,62.0,True,16.5,78.5
WGC_01194,SikaGrout-214,2024-01-23 12:15:00,coarse_grey,natural,1754,41.9,True,11.0,52.9
WGC_01652,SikaTop-141,2024-01-23 15:16:00,dark,anthracite,910,43.7,True,13.6,57.3
WGC_01684,SikaTop-162,2024-01-23 15:22:00,coarse_white,white,1403,49.6,False,0.0,49.6
WGC_01741,SikaTop-152,2024-01-23 16:32:00,fine_dark,dark,1321,46.7,False,0.0,46.7
WGC_01185,SikaTop-132,2024-01-23 16:54:00,coarse_grey,white,1815,61.4,True,13.3,74.7
WGC_01213,SikaTop-151,2024-01-23 17:11:00,fine_dark,gray,1768,61.8,True,27.3,89.1
WGC_00346,SikaRep-221,2024-01-23 18:20:00,fine_dark,black_fine,1391,49.8,False,0.0,49.8
WGC_00298,SikaTop-141,2024-01-23 18:33:00,coarse_grey,dark,1781,50.2,True,10.7,61.0
WGC_01834,SikaRep-315,2024-01-23 18:39:00,coarse_white,off-white,1453,48.6,True,19.9,68.5
WGC_01338,SikaGrout-315,2024-01-23 19:33:00,coarse_white,fine_black,837,48.9,False,0.0,48.9
WGC_00445,SikaTop-162,2024-01-23 21:02:00,coarse_grey,white_coarse,1791,49.8,True,20.8,70.6
WGC_00835,SikaTop-162,2024-01-23 21:06:00,fine_dark,white_coarse,1641,55.0,True,11.9,66.9
WGC_00065,SikaTop-151,2024-01-23 22:29:00,coarse_grey,dark_fine,1275,42.1,True,24.9,67.0
WGC_00439,SikaRep-221,2024-01-24 06:20:00,fine_dark,dark,1153,38.9,True,18.0,56.8
WGC_00282,SikaTop-142,2024-01-24 06:47:00,dark,black,1648,52.4,True,24.7,77.1
WGC_00581,SikaGrout-214,2024-01-24 07:54:00,coarse_grey,natural,1389,50.9,True,26.1,77.0
WGC_01380,SikaTop-121,2024-01-24 09:58:00,fine_white,cream,1350,41.4,True,15.4,56.8
WGC_00221,SikaTop-152,2024-01-24 10:04:00,fine_dark,dark_fine,1653,57.8,True,20.7,78.4
WGC_00361,SikaTop-152,2024-01-24 11:40:00,fine_dark,fine_black,1638,54.4,True,22.5,76.9
WGC_00204,SikaGrout-214,2024-01-24 11:46:00,coarse_grey,gray,2335,50.3,True,11.0,61.3
WGC_00896,SikaColor-201,2024-01-24 12:35:00,dark,charcoal,1370,47.9,True,17.5,65.4
WGC_01299,SikaRep-315,2024-01-24 12:54:00,coarse_white,coarse_light,1914,53.7,True,29.0,82.7
WGC_01856,SikaTop-151,2024-01-24 14:25:00,fine_dark,dark_fine,1244,49.8,True,14.9,64.7
WGC_01546,SikaTop-122,2024-01-24 14:49:00,fine_white,cream,1725,53.6,True,22.5,76.1
WGC_01416,SikaTop-151,2024-01-24 15:00:00,fine_dark,dark_fine,1920,52.3,True,13.9,66.2
WGC_01082,SikaColor-201,2024-01-24 19:01:00,dark,charcoal,1656,46.7,True,14.4,61.1
WGC_00466,SikaRep-221,2024-01-24 20:02:00,fine_dark,fine_black,2003,52.3,False,0.0,52.3
WGC_00090,SikaRep-221,2024-01-24 21:13:00,fine_dark,dark,1281,48.9,True,11.0,59.9
WGC_00562,SikaGrout-315,2024-01-24 22:04:00,coarse_white,coarse_light,1042,51.7,False,0.0,51.7
WGC_01458,SikaTop-121,2024-01-24 22:58:00,fine_white,off-white,1584,55.1,True,26.2,81.3
WGC_01418,SikaTop-141,2024-01-25 06:34:00,coarse_white,black,1003,43.6,True,25.0,68.6
WGC_00509,SikaTop-142,2024-01-25 06:43:00,coarse_grey,charcoal,1764,56.4,True,10.2,66.7
WGC_01871,SikaGrout-315,2024-01-25 08:19:00,coarse_white,coarse_light,1905,60.5,False,0.0,60.5
WGC_01767,SikaRep-315,2024-01-25 08:49:00,coarse_white,light_coarse,1616,55.3,False,0.0,55.3
WGC_01736,SikaGrout-212,2024-01-25 08:57:00,fine_white,white,1989,46.8,True,12.1,59.0
WGC_01935,SikaRep-315,2024-01-25 09:44:00,coarse_white,charcoal,1526,48.1,True,20.8,68.9
WGC_00154,SikaRep-221,2024-01-25 09:54:00,fine_dark,concrete,1406,41.1,True,12.6,53.6
WGC_01942,SikaRep-315,2024-01-25 13:37:00,coarse_white,light_coarse,1742,49.4,True,11.1,60.5
WGC_01852,SikaRep-212,2024-01-25 13:38:00,coarse_grey,gray,1127,47.4,True,14.0,61.4
WGC_00055,SikaTop-152,2024-01-25 14:02:00,fine_dark,coarse_light,1393,51.7,True,23.2,74.9
WGC_00257,SikaRep-315,2024-01-25 17:35:00,coarse_white,light_coarse,1289,44.2,True,23.4,67.7
WGC_01453,SikaTop-132,2024-01-25 18:11:00,coarse_grey,natural,1385,48.2,True,13.6,61.8
WGC_00804,SikaTop-151,2024-01-25 18:53:00,fine_dark,fine_black,1128,38.9,True,10.0,49.0
WGC_01311,SikaTop-121,2024-01-25 19:35:00,fine_white,off-white,1037,46.0,True,23.3,69.4
WGC_01740,SikaTop-152,2024-01-25 20:00:00,fine_dark,dark,1502,54.3,True,25.9,80.2
WGC_01860,SikaTop-121,2024-01-25 21:11:00,fine_white,white,1253,41.4,False,0.0,41.4
WGC_00904,SikaTop-162,2024-01-25 21:20:00,coarse_white,white_coarse,1051,42.3,True,14.1,56.4
WGC_00689,SikaTop-162,2024-01-25 22:43:00,coarse_white,white,1234,45.8,True,18.4,64.2
WGC_01362,SikaRep-212,2024-01-26 07:15:00,coarse_grey,grey,1282,48.8,True,11.8,60.6
WGC_00083,SikaTop-152,2024-01-26 08:37:00,fine_dark,dark_fine,1899,58.9,True,25.9,84.8
WGC_01301,SikaGrout-212,2024-01-26 08:55:00,fine_dark,light,1121,53.9,False,0.0,53.9
WGC_00691,SikaGrout-214,2024-01-26 09:31:00,coarse_grey,dark_fine,1654,50.7,True,23.4,74.1
WGC_01910,SikaColor-201,2024-01-26 10:13:00,dark,light_coarse,869,53.9,True,28.9,82.8
WGC_01042,SikaGrout-214,2024-01-26 11:38:00,coarse_grey,natural,1161,49.7,True,27.3,77.0
WGC_00910,SikaGrout-315,2024-01-26 11:53:00,coarse_white,white_coarse,1857,58.6,True,22.2,80.8
WGC_00781,SikaTop-132,2024-01-26 12:18:00,coarse_grey,natural,1561,49.2,True,22.9,72.1
WGC_01124,SikaRep-221,2024-01-26 12:40:00,fine_dark,dark,1569,59.3,True,15.8,75.0
WGC_01960,SikaRep-315,2024-01-26 12:59:00,coarse_white,light,1373,54.0,True,26.8,80.8
WGC_00635,SikaTop-152,2024-01-26 13:47:00,fine_dark,fine_black,1330,46.3,False,0.0,46.3
WGC_01422,SikaTop-141,2024-01-26 14:25:00,coarse_white,black,1077,43.7,True,10.0,53.7
WGC_00766,SikaGrout-212,2024-01-26 15:16:00,fine_white,off-white,1571,57.6,True,20.4,78.0
WGC_00987,SikaTop-122,2024-01-26 15:20:00,fine_white,natural,1919,56.3,True,25.0,81.3
WGC_01868,SikaRep-315,2024-01-26 15:20:00,coarse_grey,light_coarse,1345,55.1,False,0.0,55.1
WGC_00277,SikaTop-152,2024-01-26 15:20:00,fine_dark,off-white,1313,48.3,True,13.3,61.6
WGC_00519,SikaTop-142,2024-01-26 17:45:00,dark,coarse_light,1020,43.2,True,26.8,70.0
WGC_00137,SikaRep-221,2024-01-26 18:54:00,fine_dark,dark,1467,51.7,True,15.7,67.4
WGC_00714,SikaTop-152,2024-01-26 21:25:00,fine_dark,light_coarse,1469,51.7,True,10.8,62.5
WGC_01292,SikaRep-212,2024-01-26 21:42:00,coarse_grey,black_fine,1652,59.0,True,26.6,85.5
WGC_01875,SikaTop-132,2024-01-27 06:02:00,coarse_grey,grey,1349,43.5,True,10.4,53.8
WGC_01043,SikaTop-141,2024-01-27 07:01:00,dark,black,1450,50.6,True,24.7,75.3
WGC_01779,SikaTop-151,2024-01-27 08:51:00,fine_dark,dark_fine,1559,52.6,True,18.4,71.0
WGC_01962,SikaColor-201,2024-01-27 10:18:00,fine_dark,dark,1739,46.5,True,27.8,74.3
WGC_01532,SikaTop-141,2024-01-27 10:53:00,dark,black,2151,49.4,True,21.4,70.8
WGC_00156,SikaGrout-212,2024-01-27 12:52:00,fine_white,light,1818,60.9,True,17.2,78.1
WGC_00117,SikaTop-151,2024-01-27 14:35:00,dark,black_fine,1664,50.6,True,27.2,77.8
WGC_01772,SikaGrout-214,2024-01-27 15:11:00,coarse_white,grey,1082,45.6,True,19.3,64.9
WGC_01599,SikaGrout-212,2024-01-27 17:34:00,fine_white,coarse_light,1243,41.8,True,11.7,53.5
WGC_00537,SikaRep-315,2024-01-27 20:21:00,coarse_white,natural,1674,52.5,True,14.8,67.3
WGC_01057,SikaTop-152,2024-01-27 20:44:00,fine_dark,black_fine,1491,45.7,True,16.0,61.7
WGC_00270,SikaTop-142,2024-01-27 21:20:00,dark,charcoal,2147,59.8,False,0.0,59.8
WGC_01529,SikaTop-142,2024-01-27 21:45:00,dark,black,1205,48.0,False,0.0,48.0
WGC_01538,SikaTop-142,2024-01-28 06:21:00,dark,anthracite,1655,50.4,True,11.1,61.6
WGC_01384,SikaRep-221,2024-01-28 07:13:00,fine_dark,black_fine,1048,39.7,True,11.2,50.9
WGC_01703,SikaTop-151,2024-01-28 09:36:00,fine_dark,black_fine,1597,57.4,True,22.4,79.8
WGC_00976,SikaTop-132,2024-01-28 10:06:00,coarse_grey,natural,1445,46.0,True,26.1,72.0
WGC_01451,SikaColor-201,2024-01-28 10:25:00,dark,dark,1202,49.1,True,20.9,70.1
WGC_00180,SikaTop-132,2024-01-28 10:48:00,coarse_grey,grey,1045,52.3,True,19.3,71.5
WGC_00104,SikaRep-212,2024-01-28 14:42:00,coarse_grey,off-white,1518,61.9,True,27.1,89.0
WGC_00428,SikaGrout-315,2024-01-28 16:09:00,coarse_grey,light_coarse,1602,58.2,True,24.8,83.0
WGC_01427,SikaGrout-214,2024-01-28 17:23:00,dark,charcoal,1937,58.4,True,12.2,70.6
WGC_01066,SikaTop-132,2024-01-28 20:04:00,coarse_grey,natural,1485,42.8,True,24.8,67.7
WGC_00605,SikaTop-141,2024-01-28 20:38:00,dark,black,1287,48.2,True,20.3,68.5
WGC_00390,SikaTop-121,2024-01-28 21:04:00,coarse_grey,cream,1684,46.7,False,0.0,46.7
WGC_01983,SikaTop-162,2024-01-28 22:01:00,coarse_white,coarse_light,1532,44.9,True,28.7,73.7
WGC_00934,SikaRep-221,2024-01-28 22:14:00,fine_dark,dark,1749,47.4,True,18.6,66.0
WGC_01093,SikaTop-142,2024-01-28 22:18:00,coarse_white,charcoal,1320,42.7,True,20.2,62.9
WGC_00846,SikaTop-151,2024-01-28 22:29:00,fine_dark,fine_black,1532,53.2,False,0.0,53.2
WGC_00564,SikaColor-201,2024-01-28 22:30:00,dark,dark,1331,49.2,True,21.6,70.8
WGC_01805,SikaRep-212,2024-01-29 06:12:00,coarse_grey,gray,1263,47.8,True,22.5,70.3
WGC_00539,SikaGrout-212,2024-01-29 06:21:00,fine_white,off-white,1098,50.5,True,26.3,76.9
WGC_00738,SikaGrout-214,2024-01-29 07:26:00,coarse_grey,dark,1858,51.9,True,25.3,77.2
WGC_00237,SikaTop-142,2024-01-29 09:12:00,dark,anthracite,1517,55.6,False,0.0,55.6
WGC_00513,SikaTop-121,2024-01-29 10:13:00,fine_white,light,1495,52.9,True,12.2,65.0
WGC_00729,SikaTop-162,2024-01-29 10:21:00,coarse_white,white_coarse,1491,47.1,True,20.9,67.9
WGC_00577,SikaRep-212,2024-01-29 10:47:00,coarse_grey,concrete,1353,42.9,True,16.7,59.6
WGC_01672,SikaGrout-315,2024-01-29 11:49:00,coarse_white,white_coarse,1824,58.0,True,26.7,84.7
WGC_00994,SikaTop-151,2024-01-29 12:12:00,fine_dark,dark,1472,43.6,True,24.3,68.0
WGC_00703,SikaTop-122,2024-01-29 12:54:00,fine_white,off-white,954,41.1,False,0.0,41.1
WGC_01973,SikaTop-121,2024-01-29 13:09:00,fine_white,charcoal,1566,48.4,True,28.4,76.8
WGC_01321,SikaTop-122,2024-01-29 14:11:00,fine_white,white,1009,45.7,True,17.2,62.8
WGC_01770,SikaTop-121,2024-01-29 16:27:00,fine_white,off-white,895,29.8,True,21.3,51.1
WGC_00859,SikaRep-315,2024-01-29 20:49:00,coarse_white,white_coarse,1707,39.3,True,11.1,50.4
WGC_00736,SikaGrout-315,2024-01-30 06:22:00,fine_dark,light_coarse,1692,48.3,True,17.7,66.0
WGC_00666,SikaTop-142,2024-01-30 06:35:00,dark,anthracite,957,41.1,True,18.7,59.8
WGC_00111,SikaTop-121,2024-01-30 06:48:00,fine_white,white,1438,46.9,True,26.9,73.8
WGC_00010,SikaTop-141,2024-01-30 07:51:00,dark,black,1319,57.5,True,12.4,69.9
WGC_00663,SikaTop-152,2024-01-30 08:28:00,fine_dark,fine_black,1222,48.4,True,11.9,60.3
WGC_00320,SikaRep-212,2024-01-30 08:45:00,coarse_grey,natural,1288,44.4,True,20.7,65.1
WGC_01562,SikaRep-221,2024-01-30 10:59:00,fine_dark,black_fine,1050,41.6,True,16.1,57.7
WGC_01367,SikaGrout-212,2024-01-30 12:51:00,fine_white,gray,1878,59.5,True,28.6,88.1
WGC_00329,SikaGrout-315,2024-01-30 12:57:00,coarse_white,light_coarse,2258,54.9,True,26.5,81.4
WGC_00788,SikaRep-221,2024-01-30 13:09:00,fine_dark,dark,1701,46.7,True,22.2,68.8
WGC_01159,SikaTop-141,2024-01-30 15:42:00,dark,charcoal,1450,46.1,True,13.6,59.7
WGC_01600,SikaTop-152,2024-01-30 15:51:00,fine_dark,black_fine,1452,51.7,True,21.4,73.1
WGC_01191,SikaTop-141,2024-01-30 16:21:00,dark,black,981,52.3,False,0.0,52.3
WGC_01953,SikaTop-142,2024-01-30 16:40:00,dark,charcoal,1305,51.1,True,11.6,62.7
WGC_00696,SikaGrout-212,2024-01-30 18:12:00,fine_white,light,1490,48.9,True,15.9,64.8
WGC_00125,SikaTop-162,2024-01-30 19:02:00,coarse_white,light_coarse,1290,47.9,False,0.0,47.9
WGC_01324,SikaTop-132,2024-01-30 19:23:00,fine_dark,gray,708,40.5,True,10.5,50.9
